AID	CLUSTER2	GSWGT1
96577224	1.91	1387.53
96577263	1.94	5471.91
96577280	1.93	2960.88
96577284	1.93	3464.99
96577322	1.91	794.51
96577323	1.91	1705.94
96577324	1.91	757.57
96577329	1.91	757.57
96577354	1.92	4103.59
96577369	1.94	5471.91
96577550	1.92	3018.85
96577585	1.93	4601.06
96577615	1.95	4123.86
96577686	1.93	3997.33
96577687	1.93	3830.24
96577787	1.93	3657.22
96577860	1.94	3879.27
96577862	1.94	3779.78
96577922	1.91	2260.99
96577924	1.91	2379.23
96577928	1.91	1705.94
96577929	1.91	757.57
96577964	1.94	4256.84
96577988	1.93	3497.96
96578011	1.55	964.34
96578037	1.57	4448.1
96578080	1.53	2572.87
96578081	1.53	2848.72
96578138	1.57	3513.43
96578201	1.56	2576.28
96578210	1.55	5162.93
96578239	1.57	2757.02
96578266	1.54	2733.04
96578283	1.53	791.56
96578284	1.53	1045.89
96578293	1.58	3103.68
96578308	1.56	3616.26
96578347	1.59	4374.33
96578383	1.53	5124.66
96578399	1.58	3495.68
96578410	1.55	3515.29
96578431	1.57	2697.14
96578483	1.53	729.53
96578484	1.53	2848.72
96578569	1.54	3337.58
96578582	1.53	883.09
96578598	1.58	3704.7
96578602	1.56	2504.19
96578615	1.55	3093.39
96578810	1.55	5202.96
96578839	1.57	3992.02
96578896	1.58	3704.7
96578900	1.56	2504.19
96578910	1.55	3597.1
96578942	1.59	4845.47
96578997	1.58	3704.7
96579170	1.1	6830.8
96579175	1.1	2457.52
96579178	1.1	5214.17
96579230	1.07	2427.15
96579233	1.07	2427.15
96579236	1.07	2778.89
96579238	1.07	2226.83
96579244	1.09	1965.67
96579257	1.02	8426.64
96579259	1.02	6687.75
96579261	1.04	2360.54
96579262	1.04	2369.94
96579265	1.04	2598.42
96579267	1.04	1792.42
96579268	1.04	2360.54
96579270	1.1	7329.18
96579271	1.1	8164.99
96579293	1.08	2829.35
96579296	1.08	2380.37
96579298	1.08	3080.82
96579299	1.08	2979.58
96579330	1.07	2605.08
96579332	1.07	2250.55
96579370	1.1	5214.17
96579376	1.1	2457.52
96579930	1.07	2631.66
96579932	1.07	3399.2
96579935	1.07	3399.2
96579936	1.07	3318.29
96579941	1.09	1965.67
96579943	1.09	2029
96579944	1.09	2411.71
96579947	1.09	1824.01
96579958	1.02	6687.75
96579962	1.04	2091.1
96579963	1.04	2369.94
96579966	1.04	2598.42
96579967	1.04	2495.77
96579968	1.04	2495.77
96579970	1.1	7329.18
96579971	1.1	5382.71
96579979	1.1	8164.99
96579980	1.03	3446.6
96579981	1.03	3806.44
96579983	1.03	3806.44
96579986	1.03	4584.8
96579996	1.08	3761.75
96590955	1.42	3845.75
96608077	3.6	4536.55
96608374	3.6	5179.85
96619061	3.04	3276.66
96619062	3.04	3276.66
96619067	3.04	5627.18
96619269	3.04	4641.77
96619364	3.04	6460.64
96619369	3.04	5314.58
96619469	3.04	5314.58
96619661	3.04	6729.64
96619960	3.04	6211.16
96624277	3.7	669.42
96624973	3.7	4176.67
96636356	3.72	3210.59
96636920	3.71	369.12
96646027	3.71	492.11
96646126	3.71	3346.43
96676122	3.71	419.69
96676258	3.72	3210.59
96676423	3.71	4198.38
96676455	3.72	2443.23
96676651	3.72	3242.85
96676724	3.71	364.03
96676757	3.72	2434.53
96676820	3.71	513.65
96676958	3.72	3304.65
96678070	3.6	4344.82
96678278	3.6	5179.85
96678376	3.6	3250.46
96678377	3.6	4656.71
96678471	3.6	646.91
96678575	3.6	4595.15
96710053	2.42	4546.68
96710082	2.43	4341.9
96710094	2.48	4389.37
96710137	2.47	4628.18
96710152	2.42	5944.53
96710153	2.42	4546.68
96710187	2.43	4255.23
96710196	2.48	4389.37
96710217	2.45	1080.71
96710237	2.47	5431.51
96710284	2.43	1205.05
96710311	2.45	4496.23
96710333	2.47	4628.18
96710438	2.47	599.15
96710470	2.5	5340.14
96710480	2.43	1019.01
96710587	2.43	5119.44
96710674	2.5	5340.14
96710839	2.47	5729.8
96710888	2.43	5230.31
96710970	2.5	7397.64
96710983	2.43	4255.23
96711075	2.4	2382.32
96711076	2.4	694.15
96711162	2.34	4901.04
96711173	2.4	4137.01
96711175	2.4	3101.23
96711270	2.4	2852.34
96712146	2.19	8983.08
96712213	2.15	3394.8
96712215	2.15	3394.8
96712299	2.18	3699.52
96712311	2.15	4920.55
96712349	2.19	4736.11
96712372	2.2	2542.11
96712399	2.18	3233.01
96712900	2.16	17458.5
96712905	2.16	16097.35
96712909	2.16	17458.5
96712912	2.15	5226.81
96712916	2.15	5583.85
96712973	2.2	6325.54
96713094	2.88	4471.2
96713133	2.87	4236.61
96713195	2.88	4321.28
96713202	2.86	4365.64
96713231	2.87	3913.67
96713234	2.87	4236.61
96713293	2.88	3892.53
96713333	2.87	3913.67
96713338	2.87	584.77
96713393	2.88	3960.87
96713395	2.88	3892.53
96713396	2.88	4321.28
96713701	2.86	5723.32
96714010	2.65	10066.31
96714015	2.65	7879.81
96714020	2.61	5137.23
96714047	2.69	4639.25
96714083	2.63	5021.91
96714216	2.65	8738.52
96714219	2.65	7879.81
96714232	2.67	4160.71
96714234	2.67	2937.03
96714240	2.69	3168.94
96714295	2.68	3541.84
96714315	2.65	10066.31
96714320	2.61	6131.34
96714325	2.61	5137.23
96714336	2.67	2937.03
96714380	2.63	5039.48
96714480	2.63	5877.25
96714931	2.67	6592.68
96714937	2.67	2937.03
96715164	2.24	6931.48
96715221	2.21	3860.84
96715228	2.21	3597.74
96715254	2.22	1289.65
96715260	2.24	5457.12
96715281	2.23	4485.28
96715287	2.23	4485.28
96715289	2.23	3476
96715354	2.22	1712.06
96715355	2.22	3423.33
96715828	2.21	1209.64
96715927	2.21	1852.91
96715928	2.21	987.58
96715930	2.27	6317.64
96715932	2.27	6079.86
96715935	2.27	7007.78
96715938	2.27	5773.31
96715953	2.22	1419.61
96715982	2.23	4485.28
96715986	2.23	1922.57
96715987	2.23	2238.8
96715992	2.28	3597.49
96715998	2.28	2935.37
96716015	2.75	4883.74
96716089	2.73	5303.54
96716152	2.72	2849.42
96716166	2.74	1878.02
96716334	2.77	4176.75
96716339	2.77	2161.59
96716422	2.71	2338.53
96716489	2.73	5124.74
96716523	2.71	3531.57
96716667	2.74	3105.89
96716903	2.76	3347.8
96716904	2.76	3347.8
96716905	2.76	3713.51
96716910	2.75	3886.36
96716930	2.77	4802.51
96716966	2.74	4469.22
96716974	2.8	490.05
96716975	2.8	479.18
96717050	2.92	3061.26
96717154	2.92	5917.47
96717160	2.94	2998.73
96717168	2.94	5576.55
96717354	2.92	7141.79
96717468	2.94	5148.02
96717911	2.95	5258.13
96717912	2.95	5258.13
96717913	2.95	4739.63
96717914	2.95	5258.13
96717915	2.95	5258.13
96717916	2.95	5258.13
96717958	2.92	7141.79
96717963	2.94	5266.33
96718013	2.55	2568.03
96718041	2.59	5717.87
96718145	2.59	4202.46
96718148	2.59	5284.13
96718172	2.6	5618.76
96718193	2.58	3379.4
96718202	2.56	2603.16
96718207	2.56	2930.76
96718212	2.55	2199.48
96718219	2.55	3956.29
96718224	2.51	6499.42
96718269	2.54	3231.67
96718298	2.58	3395.58
96718362	2.54	3227.33
96718372	2.6	7040.23
96718385	2.53	4266.07
96718393	2.58	3395.58
96718687	2.53	802.16
96718824	2.51	6499.42
96718945	2.59	4202.46
96718969	2.54	3227.33
96719375	2.1	12009.6
96719930	2.07	1695.11
96719935	2.07	1225.81
96719937	2.07	1695.11
96719939	2.07	1711.39
96719979	2.1	10748.06
97374972	4.7	2250.11
97374976	4.7	2569.95
97500137	1.47	4638.13
97500221	1.41	710.85
97500227	1.41	2056.12
97500273	1.5	4848.72
97500376	1.5	4367.1
97500519	1.45	4606.14
97500533	1.47	3337.84
97500535	1.47	4330.4
97500639	1.47	4638.13
97500651	1.42	3450.62
97500713	1.45	5696.64
97500756	1.42	3845.75
97500972	1.5	5380.25
97503202	1.86	5072.28
97503234	1.87	3243.57
97503407	1.86	3633.27
97503839	1.87	3666.93
97503904	1.86	3328.08
97504001	1.66	5789.63
97504107	1.66	769.65
97504202	1.66	1031.15
97504208	1.66	3504.56
97504304	1.66	516.11
97504342	1.69	4216.54
97504443	1.69	4216.54
97504501	1.66	711.08
97504523	1.61	5809.06
97504703	1.66	601.97
97504728	1.61	4854.17
97504784	1.63	7851.18
97506023	1.71	3037.89
97506047	1.79	1691.16
97506096	1.78	4496.01
97506101	1.76	4178.42
97506156	1.72	4895.35
97506176	1.8	3719.38
97506235	1.77	2918.47
97506329	1.71	2105.18
97506330	1.77	2985.49
97506332	1.77	2811.92
97506336	1.77	2470.36
97506696	1.78	3003.41
97506775	1.8	3332.17
97506841	1.79	2059.82
97506932	1.77	2918.47
97506952	1.72	4528.68
97506999	1.78	4496.01
97507152	1.92	4103.59
97507853	1.92	2947.67
97508073	1.6	15861.08
97508160	1.54	2782.63
97508280	1.53	3453.91
97508283	1.53	3749.33
97508460	1.54	2782.63
97508532	1.57	4854.43
97508638	1.57	617.66
97508989	1.53	925.83
97540051	1.42	3576.54
97543200	1.86	5072.28
97543903	1.86	2682.53
97544984	1.63	5901.99
97546478	1.8	3349.49
97546678	1.8	357.08
97546871	1.8	3332.17
97548372	1.6	10641.43
97570024	1.41	1975.56
97570058	1.42	3576.54
97570077	1.5	675.25
97570088	1.43	4770.49
97570089	1.43	4680.53
97570213	1.45	4024.26
97570231	1.47	3649.67
97570272	1.5	5964.89
97570391	1.48	3710.46
97570454	1.42	278.48
97570472	1.5	3668.3
97570490	1.48	4641.22
97570523	1.41	2752.52
97570696	1.48	3566.72
97570714	1.45	6833.94
97570725	1.41	1900.26
97570726	1.41	1880.67
97570739	1.47	2678.02
97570817	1.45	3487.09
97570839	1.47	3665.5
97570851	1.42	3589.15
97570875	1.5	3828.84
97570892	1.48	3607.86
97570938	1.47	3346.39
97570992	1.48	3113.21
97571068	1.34	4058.89
97571078	1.4	1672.86
97571079	1.4	1672.86
97571100	1.36	502.34
97571113	1.35	2214.36
97571116	1.35	3222.58
97571175	1.4	2999.97
97571200	1.36	1729.45
97571207	1.36	1323.09
97571208	1.36	2063.16
97571216	1.35	3222.58
97571277	1.4	620.43
97571377	1.4	2112.63
97571409	1.36	1668.33
97571419	1.35	2586.52
97571465	1.34	3834.65
97571509	1.36	2027.37
97571600	1.36	1323.09
97571701	1.36	1980.54
97571707	1.36	2268.43
97571764	1.34	3655.46
97571800	1.36	2566.44
97571802	1.36	2566.44
97571812	1.35	2728.3
97571818	1.35	2180.37
97571865	1.34	6660.68
97571868	1.34	6660.68
97571875	1.4	1672.86
97571900	1.36	1980.54
97571960	1.34	3655.46
97572000	1.16	4242.6
97572009	1.16	4452.79
97572043	1.19	4717.81
97572066	1.14	6239.89
97572071	1.2	3351.76
97572076	1.2	1307.52
97572078	1.2	3818.02
97572102	1.16	3898.17
97572142	1.19	4171.05
97572145	1.19	4357.93
97572163	1.14	3643.93
97572191	1.18	1586.16
97572216	1.15	3512.93
97572220	1.11	1206.7
97572221	1.11	1464.74
97572266	1.14	3461.81
97572271	1.2	3818.02
97572278	1.2	3842
97572282	1.13	694.36
97572292	1.18	2318.56
97572310	1.15	3845.59
97572313	1.15	3512.93
97572319	1.15	4994.88
97572320	1.11	1339.73
97572323	1.11	1045.16
97572324	1.11	2011.57
97572325	1.11	2011.57
97572362	1.14	3462.31
97572367	1.14	3833.26
97572381	1.13	861.99
97572387	1.13	1155.36
97572464	1.14	3226.86
97572643	1.19	3958.09
97572646	1.19	3981.58
97572660	1.14	4002.16
97572808	1.16	4242.6
97572860	1.14	3786.96
97572861	1.14	5083.95
97572870	1.2	3842
97572914	1.15	3512.93
97572921	1.11	1862.12
97572926	1.11	3779.1
97572943	1.19	3958.09
97572947	1.19	3345.36
97572967	1.14	3643.93
97572980	1.13	841.03
97572996	1.18	1344.97
97573038	1.87	2640.66
97573210	1.85	2008.84
97573227	1.81	2550.01
97573293	1.88	4040.43
97573295	1.88	4493.6
97573319	1.85	1662.9
97573327	1.81	3829.01
97573333	1.87	479.01
97573418	1.85	1435.93
97573419	1.85	3022.55
97573496	1.88	3834.18
97573537	1.87	4406.55
97573612	1.85	1662.9
97573616	1.85	1799.06
97573814	1.85	1891.04
97573910	1.85	1891.04
97573916	1.85	3210.21
97573929	1.81	6085.47
97573933	1.87	661.55
97573942	1.89	2210.96
97573943	1.89	2681.51
97573946	1.89	2215.8
97573949	1.89	2947.54
97573952	1.82	3175.12
97573953	1.82	3553.42
97573954	1.82	2921.45
97573957	1.82	2401.38
97574003	1.66	5465.45
97574019	1.65	3236.67
97574031	1.67	3251.56
97574044	1.69	4611.62
97574089	1.63	5360.35
97574090	1.68	1190.65
97574091	1.68	5271.27
97574102	1.66	516.11
97574126	1.61	8057.54
97574127	1.61	5809.06
97574142	1.69	4611.62
97574287	1.63	5598.51
97574300	1.66	1031.15
97574303	1.66	5465.45
97574406	1.66	3504.56
97574407	1.66	601.97
97574410	1.65	1910.06
97574413	1.65	979.25
97574419	1.65	7040.85
97574433	1.67	3852.82
97574490	1.68	4138.7
97574498	1.68	5696.28
97574533	1.67	6098.24
97574611	1.65	3672.75
97574649	1.69	4611.62
97574703	1.66	711.08
97574707	1.66	708.99
97574739	1.67	3836.87
97574749	1.69	6310.09
97574800	1.66	601.97
97574815	1.65	859.71
97574835	1.67	3852.82
97574839	1.67	2762.77
97574911	1.65	5281.51
97574939	1.67	1569.96
97575003	1.26	2681.65
97575020	1.21	3010.97
97575092	1.28	1987.5
97575096	1.28	2806.12
97575130	1.27	2390.05
97575153	1.22	2592.41
97575154	1.22	3501.83
97575155	1.22	3112.51
97575173	1.3	3412.78
97575177	1.3	4065.38
97575194	1.28	2720.65
97575199	1.28	2806.12
97575219	1.25	2442.46
97575221	1.21	3010.97
97575226	1.21	1209.14
97575240	1.29	1096.11
97575254	1.22	3501.83
97575260	1.24	4449.51
97575262	1.24	3749.27
97575267	1.24	3286.99
97575274	1.3	3271.67
97575287	1.23	3188.88
97575296	1.28	2664.6
97575303	1.26	2599.74
97575306	1.26	3659.69
97575312	1.25	2621.19
97575314	1.25	3583.93
97575324	1.21	4850.47
97575331	1.27	2900.7
97575333	1.27	1228.59
97575335	1.27	1089.44
97575339	1.27	2390.05
97575350	1.22	2352.74
97575351	1.22	1904.24
97575355	1.22	4644.58
97575356	1.22	2591.84
97575362	1.24	3796.13
97575366	1.24	3911.26
97575375	1.3	1784.07
97575398	1.28	2491.25
97575406	1.26	2172.84
97575409	1.26	3659.69
97575425	1.21	6589.61
97575433	1.27	2717.84
97575435	1.27	2390.05
97575463	1.24	3796.13
97575471	1.3	4065.54
97575529	1.21	1003.22
97575800	1.26	2278.51
97575820	1.21	1683.71
97575830	1.27	2135.14
97575900	1.26	2681.65
97575907	1.26	1915.93
97575916	1.25	3547.85
97575918	1.25	3547.85
97575922	1.21	1003.22
97575924	1.21	2156.39
97575940	1.29	823.21
97575942	1.29	1082.2
97575946	1.29	1223.43
97575956	1.22	3501.83
97575964	1.24	3911.26
97575987	1.23	3515.29
97575994	1.28	1650.64
97575997	1.28	2589.61
97576012	1.75	3685.29
97576051	1.72	3450.7
97576061	1.74	2675.37
97576133	1.77	2985.49
97576140	1.79	2059.82
97576148	1.79	1775.13
97576169	1.74	3797.79
97576210	1.75	4080.54
97576261	1.74	3336.28
97576289	1.73	3454.4
97576315	1.75	3053.9
97576316	1.75	3474.47
97576367	1.74	2901.48
97576406	1.76	3026.4
97576411	1.75	4080.54
97576431	1.77	3495.83
97576448	1.79	1775.13
97576451	1.72	3479.97
97576452	1.72	3059.72
97576475	1.8	3349.49
97576486	1.73	3454.4
97576507	1.76	2882.42
97576535	1.77	2918.47
97576566	1.74	3797.79
97576575	1.8	287.18
97576594	1.78	362.3
97576617	1.75	2577.01
97576619	1.75	2577.01
97576622	1.71	2810.43
97576635	1.77	2862.75
97576663	1.74	2566.81
97576667	1.74	2675.37
97576673	1.8	385.86
97576784	1.73	3016.92
97576866	1.74	2566.81
97576900	1.76	3026.4
97576901	1.76	2914.11
97576913	1.75	3474.47
97576924	1.71	3706.65
97576951	1.72	4528.68
97577053	1.92	3607.31
97577054	1.92	3607.31
97577068	1.94	3277
97577122	1.91	2492.18
97577123	1.91	1499.57
97577127	1.91	855.18
97577167	1.94	3277.73
97577187	1.93	3454.51
97577220	1.91	770.96
97577226	1.91	1499.57
97577227	1.91	770.96
97577229	1.91	1705.94
97577267	1.94	3277.73
97577281	1.93	5040.38
97577322	1.91	941.36
97577327	1.91	855.18
97577511	1.95	4578.81
97577585	1.93	3623.21
97577588	1.93	3454.51
97577717	1.95	3113.22
97577865	1.94	3879.27
97577918	1.95	4173.83
97577922	1.91	600.09
97577926	1.91	941.36
97577927	1.91	686.89
97577961	1.94	4081.44
97578005	1.56	940.3
97578033	1.57	4854.43
97578112	1.55	964.34
97578122	1.51	3713.99
97578132	1.57	617.66
97578149	1.59	4438.38
97578211	1.55	3306.44
97578219	1.55	2798.76
97578245	1.59	4791.15
97578263	1.54	5213.59
97578290	1.58	3495.68
97578298	1.58	3495.68
97578304	1.56	2989.8
97578314	1.55	3094.08
97578317	1.55	3515.29
97578366	1.54	2610.29
97578394	1.58	2827.77
97578442	1.59	4312.88
97578464	1.54	2523.94
97578482	1.53	5124.66
97578485	1.53	2967.08
97578496	1.58	3285.19
97578524	1.51	4556.04
97578532	1.57	4448.1
97578541	1.59	3679.86
97578580	1.53	925.83
97578585	1.53	883.09
97578608	1.56	940.3
97578690	1.58	3495.68
97578695	1.58	3103.68
97578812	1.55	4928.92
97578823	1.51	5877.56
97578883	1.53	925.83
97578889	1.53	925.83
97578905	1.56	803.59
97578911	1.55	1023.11
97578980	1.53	3453.91
97579232	1.07	2585.39
97579237	1.07	2226.83
97579238	1.07	2427.15
97579263	1.04	2091.1
97579268	1.04	2369.94
97579274	1.1	4918.88
97579279	1.1	4918.88
97579293	1.08	2979.58
97579295	1.08	3388.22
97579298	1.08	3761.75
97579299	1.08	2375.17
97579338	1.07	2226.83
97579376	1.1	5382.71
97579379	1.1	2457.52
97579935	1.07	2585.39
97579938	1.07	2605.08
97579946	1.09	2029
97579948	1.09	2699.05
97579950	1.02	9896.11
97579955	1.02	6687.75
97579960	1.04	2128.07
97579963	1.04	2369.94
97579967	1.04	2340.4
97579973	1.1	4769.95
97579986	1.03	3461.1
97579987	1.03	3806.44
97579990	1.08	3035.6
97579992	1.08	3027.3
97579996	1.08	3027.3
97579998	1.08	3027.3
97590354	1.42	313.45
97606524	3.71	4198.38
97606620	3.71	3201.06
97608170	3.6	5179.85
97608178	3.6	646.91
97608374	3.6	3212.61
97608870	3.6	4595.15
97608972	3.6	5179.85
97614378	3.7	3672.31
97614777	3.7	2786
97614875	3.7	2786
97614978	3.7	3287.26
97619466	3.04	3936.25
97619960	3.04	5997.61
97619969	3.04	5314.58
97646125	3.71	628.8
97646225	3.71	3095.72
97676858	3.72	3242.85
97676929	3.71	4178.43
97676956	3.72	3968.75
97678071	3.6	4063.41
97678273	3.6	4656.71
97678274	3.6	650.24
97678371	3.6	3250.46
97678475	3.6	4063.41
97678577	3.6	3250.46
97678678	3.6	5179.85
97678773	3.6	4063.41
97678775	3.6	882.13
97710039	2.47	5729.8
97710114	2.45	4454.5
97710115	2.45	6093.35
97710183	2.43	6026.21
97710198	2.48	4389.37
97710215	2.45	3442.13
97710255	2.42	4299.11
97710330	2.47	5729.8
97710455	2.42	4299.11
97710486	2.43	1073
97710575	2.5	4127.86
97710657	2.42	4299.11
97710686	2.43	2583.08
97710915	2.45	4454.5
97711063	2.34	4901.04
97711065	2.34	3396.21
97711071	2.4	3101.23
97711072	2.4	3101.23
97711075	2.4	4519.55
97711271	2.4	2382.32
97711272	2.4	2538.01
97711377	2.4	3101.23
97712212	2.15	5583.85
97712240	2.19	6036.9
97712279	2.2	5390.29
97712290	2.18	3699.52
97712349	2.19	4736.11
97712972	2.2	6325.54
97712990	2.18	2851.85
97712994	2.18	2636.15
97712995	2.18	3233.01
97712998	2.18	2851.85
97712999	2.18	3699.52
97713039	2.87	2012.4
97713236	2.87	4694.84
97713293	2.88	4321.28
97713295	2.88	3892.53
97713299	2.88	4471.2
97713393	2.88	3960.87
97713404	2.86	5723.32
97713507	2.86	545.68
97713607	2.86	6022.22
97713990	2.88	3960.87
97713994	2.88	4471.2
97714011	2.65	15174.85
97714018	2.65	8738.52
97714021	2.61	4776.18
97714029	2.61	6131.34
97714046	2.69	3168.94
97714097	2.68	3790.17
97714115	2.65	7879.81
97714119	2.65	10780.85
97714214	2.65	10066.31
97714234	2.67	3150.99
97714480	2.63	5021.91
97714489	2.63	5021.91
97714894	2.68	5280.8
97714915	2.65	8738.52
97714918	2.65	10780.85
97714933	2.67	7351.13
97714981	2.63	5877.25
97714991	2.68	3541.84
97715120	2.21	574.93
97715124	2.21	1852.91
97715250	2.22	1289.65
97715351	2.22	1891.97
97715354	2.22	1142.44
97715355	2.22	3423.33
97715363	2.24	4208.26
97715898	2.28	583.04
97715952	2.22	1289.65
97715953	2.22	2275.86
97715983	2.23	2238.8
97715984	2.23	3689.11
97715986	2.23	3689.11
97715987	2.23	4485.28
97715989	2.23	3689.11
97716065	2.74	2975.74
97716090	2.78	741.98
97716098	2.78	2734.24
97716153	2.72	3782.66
97716160	2.74	1915.69
97716162	2.74	2975.74
97716186	2.73	4920.05
97716210	2.75	3673.7
97716216	2.75	3673.7
97716316	2.75	3886.36
97716318	2.75	4709.64
97716335	2.77	7145.4
97716338	2.77	4802.51
97716880	2.73	4920.05
97716884	2.73	5124.74
97716908	2.76	3713.51
97716931	2.77	2997.76
97716973	2.8	302.42
97716975	2.8	490.05
97716976	2.8	444.66
97716977	2.8	479.18
97717059	2.92	7141.79
97717162	2.94	2257.36
97717867	2.94	3211.29
97717958	2.92	5136.78
97717964	2.94	3694.87
97718040	2.59	5471.82
97718048	2.59	5717.87
97718109	2.56	2930.76
97718125	2.51	4664.81
97718145	2.59	5284.13
97718147	2.59	4202.46
97718185	2.53	957.2
97718192	2.58	3379.4
97718212	2.55	3586.02
97718213	2.55	5991.12
97718215	2.55	3956.29
97718277	2.6	6042.85
97718289	2.53	957.2
97718300	2.56	2930.76
97718314	2.55	2839.53
97718375	2.6	6042.85
97718384	2.53	4266.07
97718886	2.53	4202.33
97718888	2.53	802.16
97718910	2.55	2839.53
97718940	2.59	4202.46
97718948	2.59	5284.13
97718960	2.54	2923.29
97718975	2.6	6042.85
97718990	2.58	3379.4
97718993	2.58	4937.22
97718995	2.58	3395.58
97719278	2.1	5603.13
97719936	2.07	1695.11
98316158	4.72	4011.55
98316359	4.72	491.88
98316456	4.72	4471.76
98500013	1.45	6833.94
98500035	1.47	3337.84
98500210	1.45	6833.94
98500236	1.47	3337.84
98500373	1.5	3698.1
98500510	1.45	4413.6
98500533	1.47	3346.39
98500558	1.42	3722.91
98500631	1.47	3630.92
98500636	1.47	4958.94
98500659	1.42	3033.33
98500831	1.47	4067.95
98500910	1.45	4024.26
98500924	1.41	1617.63
98500927	1.41	3106.6
98500979	1.5	3635.08
98500988	1.43	4659.84
98503002	1.86	2915.05
98503032	1.87	2640.66
98503036	1.87	645.58
98503337	1.87	3134.3
98503705	1.86	5072.28
98504005	1.66	860.24
98504108	1.66	2519.34
98504249	1.69	3291.58
98504280	1.63	7851.18
98504304	1.66	708.99
98504306	1.66	5547.62
98504307	1.66	769.65
98504406	1.66	497.86
98504524	1.61	5345.47
98504600	1.66	588.32
98504629	1.61	5264.06
98504703	1.66	880.8
98504801	1.66	924.79
98504806	1.66	350.12
98504843	1.69	3409.77
98506043	1.79	1952.92
98506073	1.8	4097.83
98506086	1.73	3016.92
98506180	1.73	7072.93
98506201	1.76	3026.4
98506243	1.79	1695.3
98506254	1.72	4704.41
98506341	1.79	1562.55
98506355	1.72	3814.02
98506356	1.72	3814.02
98506425	1.71	2105.18
98506490	1.78	4496.01
98506495	1.78	3003.41
98506528	1.71	3227.22
98506529	1.71	3037.89
98506629	1.71	2105.18
98506683	1.73	3057.21
98506870	1.8	5091.92
98506929	1.71	3227.22
98506942	1.79	1695.3
98506970	1.8	4097.83
98506994	1.78	3864.15
98506995	1.78	442.51
98507316	1.95	5078.51
98508164	1.54	2610.29
98508237	1.57	4854.43
98508239	1.57	3992.02
98508322	1.51	5210.44
98508421	1.51	578.06
98508633	1.57	3513.43
98508762	1.54	1805.21
98508823	1.51	4556.04
98508975	1.6	13164.54
98508984	1.53	1027.55
98540213	1.45	5696.64
98540257	1.42	3589.15
98540352	1.42	388.1
98540656	1.42	3033.33
98540752	1.42	2667.7
98544206	1.66	1031.15
98546321	1.71	2810.43
98570080	1.43	4888.7
98570081	1.43	1112.45
98570122	1.41	1494.46
98570132	1.47	3337.84
98570139	1.47	3346.39
98570232	1.47	4958.94
98570233	1.47	4330.4
98570237	1.47	4330.4
98570271	1.5	4557.61
98570287	1.43	662.04
98570374	1.5	3698.1
98570385	1.43	4863.11
98570386	1.43	4770.49
98570388	1.43	3961.87
98570399	1.48	3710.46
98570423	1.41	1900.26
98570474	1.5	3436.92
98570683	1.43	923.51
98570722	1.41	1494.46
98570813	1.45	3354.01
98570894	1.48	3566.72
98570896	1.48	3113.21
98570899	1.48	4641.22
98570914	1.45	4024.26
98570920	1.41	2056.12
98570923	1.41	2428.02
98571012	1.35	2914.61
98571014	1.35	2434.09
98571071	1.4	990.1
98571103	1.36	1729.45
98571107	1.36	2268.43
98571204	1.36	1729.45
98571205	1.36	2027.37
98571252	1.32	9067.65
98571272	1.4	1672.86
98571310	1.35	2914.61
98571311	1.35	2870.68
98571316	1.35	2586.52
98571319	1.35	1314.01
98571355	1.32	7001.44
98571376	1.4	4540.25
98571400	1.36	593.61
98571407	1.36	2268.43
98571451	1.32	10692.7
98571466	1.34	3655.46
98571500	1.36	2190.55
98571567	1.34	4058.89
98571605	1.36	2190.55
98571653	1.32	10692.7
98571669	1.34	4821.83
98571878	1.4	4922.38
98571908	1.36	1127.18
98571910	1.35	2214.36
98571911	1.35	2430.7
98571917	1.35	2728.3
98571963	1.34	3933.9
98571971	1.4	1327.41
98572077	1.2	3351.76
98572160	1.14	4002.16
98572163	1.14	3643.93
98572171	1.2	3935.93
98572173	1.2	2896.21
98572192	1.18	1572.89
98572228	1.11	2011.57
98572249	1.19	4171.05
98572261	1.14	3690.54
98572266	1.14	3690.54
98572280	1.13	816.72
98572281	1.13	1354.98
98572283	1.13	1436.07
98572284	1.13	1103.96
98572287	1.13	609.18
98572288	1.13	694.36
98572291	1.18	1586.16
98572321	1.11	1464.74
98572348	1.19	4258.76
98572360	1.14	3643.93
98572362	1.14	3690.54
98572368	1.14	3732.59
98572373	1.2	3771.41
98572377	1.2	3935.93
98572379	1.2	2896.21
98572448	1.19	4171.05
98572462	1.14	3462.31
98572803	1.16	4242.6
98572808	1.16	4766.65
98572809	1.16	3684.97
98572876	1.2	1161.77
98572908	1.16	4452.79
98572909	1.16	3735.94
98572910	1.15	3400.52
98572913	1.15	3400.52
98572922	1.11	1971.45
98572926	1.11	1862.12
98572927	1.11	1045.16
98572928	1.11	3779.1
98572965	1.14	3643.93
98572980	1.13	767.53
98572981	1.13	906.75
98572983	1.13	816.72
98572984	1.13	1354.98
98572985	1.13	1332.61
98572991	1.18	2819.45
98572997	1.18	1586.16
98572999	1.18	1344.97
98573012	1.85	2008.84
98573017	1.85	1891.04
98573019	1.85	2063.13
98573097	1.88	4224.91
98573110	1.85	3210.21
98573112	1.85	2294.64
98573116	1.85	1740.55
98573135	1.87	5444.84
98573210	1.85	1662.9
98573213	1.85	1577.24
98573411	1.85	3048.35
98573530	1.87	4406.55
98573617	1.85	1891.04
98573694	1.88	7085.33
98573699	1.88	4224.91
98573892	1.88	4040.43
98573894	1.88	3834.18
