AID	CLUSTER2	GSWGT3_2	GSWGT3
96576922	1.71	3802.96	4165.24
96576994	1.78	467.81	523.47
96577123	1.91	1948.16	 
96577156	1.92	5158.38	5559.07
96577222	1.91	959.88	1026.69
96577224	1.91	1948.16	2099.48
96577263	1.94	6948.02	7658.27
96577284	1.93	4865.01	5242.9
96577322	1.91	1194.42	1336.54
96577323	1.91	2303.52	2629.03
96577324	1.91	993.9	1068.12
96577354	1.92	5541.04	6324.06
96577615	1.95	5410.31	5814.34
96577686	1.93	5244.3	5635.94
96577687	1.93	4819.33	5404.38
96577860	1.94	5446.68	5869.76
96577922	1.91	3070.49	3345.79
96577924	1.91	3579.51	 
96577928	1.91	2303.52	2629.03
96577929	1.91	993.9	1068.12
96577964	1.94	5584.77	6001.83
96578080	1.53	3867.91	4328.14
96578138	1.57	4735.55	 
96578210	1.55	7684.24	 
96578239	1.57	4491.7	4947.59
96578266	1.54	3730.78	4086.19
96578283	1.53	1004.11	1080.79
96578284	1.53	1315.97	 
96578293	1.58	4190.87	4783.09
96578347	1.59	5895.91	 
96578399	1.58	4586.16	4928.65
96578410	1.55	4459.19	4799.75
96578431	1.57	3421.36	3682.66
96578483	1.53	1096.73	1227.23
96578484	1.53	3745.18	4131.18
96578569	1.54	4498.53	 
96578582	1.53	1160.98	1280.64
96578598	1.58	5057.16	5538.91
96578615	1.55	4222.67	4624.93
96578810	1.55	6861.62	7160.03
96578839	1.57	5264.64	5493.61
96578896	1.58	5057.16	5538.91
96578900	1.56	4025.71	 
96578942	1.59	6803.27	7331.72
96578997	1.58	5513.89	 
96579178	1.1	7117.68	7795.73
96579230	1.07	3648.85	4083.01
96579233	1.07	3648.85	 
96579236	1.07	4527.34	5095.23
96579238	1.07	3579.82	 
96579244	1.09	2578.87	2771.45
96579257	1.02	9707.64	11143.01
96579261	1.04	2729.69	2949.12
96579262	1.04	3048.91	3224.17
96579265	1.04	3502.26	 
96579267	1.04	2351.56	2596.08
96579268	1.04	2729.69	2949.12
96579270	1.1	9615.53	10333.6
96579271	1.1	11025.11	12583.09
96579296	1.08	3214.19	3668.39
96579330	1.07	3919.3	 
96579332	1.07	2854.85	3072.89
96579370	1.1	7117.68	7795.73
96579376	1.1	3312.36	 
96579930	1.07	3459.81	3816.39
96579932	1.07	4688.5	5168.9
96579935	1.07	4688.5	5168.9
96579936	1.07	4988.53	5582.1
96579943	1.09	2739.74	3126.9
96579944	1.09	3102.65	3281
96579966	1.04	3502.26	 
96579967	1.04	3389.34	3693.23
96579968	1.04	3389.34	3693.23
96579970	1.1	9665.65	 
96579979	1.1	11025.11	12583.09
96579980	1.03	4653.92	5311.57
96579981	1.03	4833.27	5327.34
96579983	1.03	4833.27	5327.34
96579986	1.03	6823.78	 
96579996	1.08	5070.26	5234.69
96608374	3.6	6577.18	7249.53
96619061	3.04	4160.58	4585.89
96619062	3.04	4160.58	4585.89
96619067	3.04	7641.89	8000.84
96619364	3.04	8520.23	9017.73
96619369	3.04	6616.86	7077.43
96619469	3.04	6616.86	7077.43
96619661	3.04	10016.06	 
96619960	3.04	8434.95	9191.24
96624277	3.7	849.16	914.01
96624973	3.7	5508.15	5747.7
96636356	3.72	4327.37	 
96646027	3.71	619.18	694.35
96676122	3.71	551.76	 
96676258	3.72	4327.37	 
96676423	3.71	5536.78	5777.58
96676455	3.72	3430.42	3696.88
96676651	3.72	4378.8	4997.57
96676724	3.71	547.26	612.37
96676757	3.72	3323.29	 
96676958	3.72	4918.48	 
96678070	3.6	5700.19	6125.87
96678278	3.6	6577.18	 
96678376	3.6	4563.8	4918.3
96678377	3.6	6276.52	 
96678471	3.6	892.28	969.37
96710053	2.42	5849.29	6185.52
96710082	2.43	5011.83	5458.74
96710094	2.48	5075.79	5483.83
96710137	2.47	5762.26	6163.35
96710152	2.42	6874.16	7426.77
96710217	2.45	1760.68	1850.94
96710237	2.47	6987.61	7389.28
96710284	2.43	1390.99	 
96710311	2.45	5784.38	6116.88
96710333	2.47	5762.26	6163.35
96710438	2.47	690.23	 
96710470	2.5	6648.68	7111.47
96710480	2.43	1292.63	1391.35
96710674	2.5	6648.68	7111.47
96710839	2.47	7781.25	8478.92
96710888	2.43	6728.77	7115.55
96710970	2.5	10046.23	10946.98
96711075	2.4	2744.48	2973.59
96711076	2.4	799.67	 
96711162	2.34	6305.17	6667.6
96712146	2.19	12199.3	13293.1
96712213	2.15	4226.66	4520.87
96712215	2.15	4226.66	4520.87
96712299	2.18	5024.06	 
96712349	2.19	5896.64	6307.09
96712372	2.2	2928.56	3173.05
96712399	2.18	4159.25	 
96712900	2.16	22460.29	23751.35
96712905	2.16	20041.83	21436.87
96712909	2.16	22460.29	23751.35
96712916	2.15	6457.07	6976.16
96713094	2.88	5752.17	6082.82
96713133	2.87	5450.38	5763.68
96713195	2.88	5559.31	6148.22
96713202	2.86	5435.39	5813.73
96713231	2.87	4872.67	5211.84
96713293	2.88	4501.26	4863.11
96713333	2.87	4872.67	5211.84
96713338	2.87	889	995.54
96713393	2.88	4931.43	5274.69
96713395	2.88	4501.26	4863.11
96713701	2.86	7363.03	7786.27
96714015	2.65	11979.4	 
96714020	2.61	6609.03	6988.93
96714047	2.69	6300.24	6865.13
96714083	2.63	5807.25	6274.09
96714216	2.65	10066.94	 
96714232	2.67	6778.59	7126.07
96714234	2.67	3383.51	3665.98
96714240	2.69	3945.46	4220.08
96714295	2.68	4080.26	 
96714325	2.61	6609.03	6988.93
96714931	2.67	8481.46	8968.99
96714937	2.67	3383.51	3665.98
96715164	2.24	9413.17	10257.16
96715221	2.21	5869.5	6572.92
96715228	2.21	4144.66	4490.67
96715254	2.22	1491.33	1611.21
96715260	2.24	6310.52	6817.82
96715281	2.23	6091.14	6637.28
96715287	2.23	6091.14	6637.28
96715289	2.23	4327.76	4629
96715355	2.22	3958.68	4237.11
96715828	2.21	1393.52	1509.86
96715927	2.21	2138.8	2329.52
96715928	2.21	1501.38	 
96715930	2.27	7865.71	8413.22
96715932	2.27	8256.64	8996.94
96715935	2.27	8103.69	8755.14
96715938	2.27	7795.66	8310.87
96715953	2.22	1802.57	2032.12
96715982	2.23	6091.14	6637.28
96715986	2.23	2922.81	3273.09
96715987	2.23	2588.92	2797.04
96715998	2.28	3776.34	3993.41
96716015	2.75	6632.27	7226.93
96716089	2.73	6822.98	7215.18
96716152	2.72	3547.63	3794.57
96716166	2.74	3059.65	3216.49
96716334	2.77	5200.21	 
96716523	2.71	4543.35	4804.51
96716667	2.74	3591.6	3880.33
96716903	2.76	4168.14	4458.27
96716904	2.76	4168.14	4458.27
96716905	2.76	4294.24	4639.46
96716910	2.75	4999.78	5287.18
96716930	2.77	5553.55	6000
96716974	2.8	610.13	685.59
96716975	2.8	650.75	678.03
96717050	2.92	4653.92	5211.66
96717154	2.92	6842.86	 
96717160	2.94	3803.92	4094.44
96717168	2.94	6448.63	6967.03
96717354	2.92	9698.78	10568.38
96717911	2.95	6546.58	7068.05
96717912	2.95	6080.42	6569.22
96717914	2.95	6080.42	6569.22
96717915	2.95	6080.42	6569.22
96717916	2.95	6080.42	 
96717963	2.94	7151.84	7793.08
96718013	2.55	3904.09	4371.97
96718041	2.59	7765.04	 
96718145	2.59	5406.44	5717.22
96718148	2.59	6578.95	7036.89
96718172	2.6	7586.96	8088.37
96718193	2.58	3907.88	4222.03
96718202	2.56	4241.05	4458.45
96718207	2.56	3382.96	3684.62
96718212	2.55	2533.84	2745.37
96718219	2.55	4925.73	5268.59
96718224	2.51	8092.04	8655.29
96718269	2.54	5265.01	5788.48
96718298	2.58	4227.62	4521.9
96718385	2.53	6950.24	7306.51
96718393	2.58	4227.62	4521.9
96718687	2.53	924.1	1001.25
96718945	2.59	5406.44	5717.22
96718969	2.54	4964.65	 
96719375	2.1	16309.41	17771.73
96719930	2.07	2150.26	2336.95
96719935	2.07	1863.55	2086.88
96719937	2.07	1956.65	2131.13
96719939	2.07	2788.18	2931.1
97374972	4.7	2801.47	2996.47
97374976	4.7	3490.07	3802.99
97500221	1.41	820.52	893.69
97500227	1.41	2711.59	3072.42
97500273	1.5	7216.6	 
97500519	1.45	5848.69	6317.45
97500533	1.47	4686.49	5050.52
97500535	1.47	5836.71	 
97500639	1.47	6116.73	6382.75
97500651	1.42	4710.32	5083.85
97500713	1.45	7512.68	7839.41
97500756	1.42	5192.89	5926.7
97500972	1.5	7095.43	7404.01
97503234	1.87	4989.62	5390.47
97503407	1.86	5101.29	5497.54
97503839	1.87	5148.54	5548.46
97503904	1.86	4953.34	 
97504001	1.66	7595.71	8162.95
97504107	1.66	1237.28	 
97504202	1.66	1359.87	 
97504208	1.66	4783.96	5239.69
97504304	1.66	654.69	704.69
97504342	1.69	5531.9	5945.01
97504501	1.66	894.71	1003.32
97504523	1.61	7829.71	 
97504703	1.66	791.4	872.97
97506023	1.71	4265.35	4596.66
97506047	1.79	2105.56	2252.12
97506101	1.76	5642.08	6439.37
97506156	1.72	7286	 
97506329	1.71	2673.08	2946.33
97506330	1.77	3937.23	4108.47
97506332	1.77	3689.1	3964.6
97506336	1.77	3971.32	 
97506696	1.78	3948.55	4355.5
97506775	1.8	4371.65	4698.12
97506841	1.79	2381.94	2573.42
97506932	1.77	3933.64	 
97506952	1.72	5972.38	6232.12
97506999	1.78	6691.63	 
97507152	1.92	5541.04	6324.06
97507853	1.92	4431.37	4958.65
97508073	1.6	20917.45	21827.16
97508160	1.54	3533.27	3894.46
97508280	1.53	5196.36	5812.01
97508283	1.53	4717.52	5290.23
97508460	1.54	3533.27	3894.46
97508532	1.57	6554.89	7481.17
97540051	1.42	4541.35	5005.59
97543200	1.86	6689.27	6980.19
97543903	1.86	3661.83	4010.67
97546478	1.8	4572.27	5007.83
97546871	1.8	4371.65	4698.12
97548372	1.6	14941.07	16101.63
97570024	1.41	2280.37	2483.71
97570058	1.42	4541.35	 
97570088	1.43	7171.69	8025.03
97570089	1.43	6308.63	 
97570213	1.45	5989.51	 
97570231	1.47	4788.2	5145.77
97570272	1.5	8054.35	9192.52
97570391	1.48	5010.2	5718.2
97570454	1.42	418.65	 
97570472	1.5	4657.86	5134.01
97570490	1.48	6255.64	 
97570523	1.41	3427	3665.54
97570714	1.45	9227.81	10531.8
97570725	1.41	2412.88	2659.53
97570726	1.41	2480.21	2588.07
97570817	1.45	4700.05	 
97570892	1.48	4758.01	4964.94
97570938	1.47	4568.04	 
97570992	1.48	4371.1	4710.63
97571068	1.34	5480.69	6255.17
97571079	1.4	2104.85	 
97571100	1.36	763.69	855.21
97571113	1.35	2905.14	3122.09
97571116	1.35	4145.84	4384.15
97571200	1.36	2268.95	 
97571208	1.36	2654.25	2806.82
97571216	1.35	4145.84	4384.15
97571409	1.36	2200.18	2295.87
97571509	1.36	2524.15	2699.85
97571600	1.36	1680.01	1851.75
97571701	1.36	2703.57	2961.11
97571707	1.36	3063.04	3495.89
97571802	1.36	3485.3	3797.8
97571812	1.35	3830.66	4128.21
97571818	1.35	2976.35	3259.88
97571865	1.34	9913.42	 
97571900	1.36	2703.57	2961.11
97571960	1.34	4795.79	5153.93
97572000	1.16	5791.42	 
97572009	1.16	6001.67	6196.32
97572043	1.19	6221.81	6492.4
97572066	1.14	8473.96	9233.75
97572071	1.2	4255.93	4690.99
97572076	1.2	2011.38	2172.97
97572078	1.2	5035.17	5254.15
97572102	1.16	5114.21	5496.13
97572142	1.19	6207.98	 
97572145	1.19	5533.53	6099.19
97572163	1.14	4213.78	 
97572191	1.18	2165.21	2371.47
97572216	1.15	4632.82	4834.31
97572220	1.11	1532.22	1688.85
97572221	1.11	2056.57	2216.31
97572266	1.14	4674.46	5335.01
97572271	1.2	5035.17	5254.15
97572278	1.2	5394.35	5813.36
97572282	1.13	947.85	1038.14
97572292	1.18	3041.84	3269
97572310	1.15	4882.98	5382.14
97572313	1.15	4632.82	4834.31
97572323	1.11	1426.7	1562.62
97572324	1.11	2504.49	2678.82
97572362	1.14	4396.31	4845.72
97572367	1.14	5029.05	5404.61
97572381	1.13	994.99	1083.71
97572387	1.13	1738.21	 
97572464	1.14	4255.56	4440.63
97572660	1.14	5148.76	5444.72
97572860	1.14	4714.91	5043.1
97572861	1.14	7566.71	8373
97572870	1.2	5394.35	5813.36
97572914	1.15	4632.82	4834.31
97572921	1.11	2514.41	 
97572926	1.11	5132.14	5592.29
97572947	1.19	4566.63	5001.66
97572967	1.14	4213.78	4552.53
97572980	1.13	1370.19	1440.43
97572996	1.18	1888.4	2035.08
97573210	1.85	2820.51	3039.6
97573293	1.88	5515.45	6040.87
97573295	1.88	6067.68	 
97573319	1.85	2181.65	2344.57
97573333	1.87	607.63	654.04
97573419	1.85	3495.23	3776.21
97573496	1.88	5056.48	5276.39
97573612	1.85	2111.49	2280.72
97573616	1.85	2677.63	 
97573910	1.85	2581.39	2827.3
97573916	1.85	4359.56	4750.45
97573929	1.81	9155.5	 
97573933	1.87	1063.49	 
97573942	1.89	3018.1	3305.61
97573943	1.89	3614.26	3731.48
97573946	1.89	2922.18	3311.03
97573953	1.82	5288.73	 
97573954	1.82	3709.55	4088.75
97573957	1.82	3371.66	3633.55
97574031	1.67	5227.17	 
97574044	1.69	6863.7	 
97574089	1.63	7238.04	8260.86
97574090	1.68	1642.26	1810.53
97574091	1.68	6693.26	7377.47
97574102	1.66	654.69	704.69
97574126	1.61	11992.44	 
97574127	1.61	7829.71	 
97574142	1.69	6863.7	 
97574300	1.66	1283.82	1373.18
97574303	1.66	7207.79	7521.26
97574406	1.66	4783.96	5239.69
97574407	1.66	791.4	872.97
97574413	1.65	1574.22	1744.37
97574419	1.65	9507.21	10850.68
97574433	1.67	4892.17	 
97574490	1.68	6221.9	6962.22
97574498	1.68	7473.25	8031.34
97574533	1.67	9076.32	 
97574611	1.65	4843.59	5054.24
97574649	1.69	6863.7	 
97574703	1.66	894.71	1003.32
97574707	1.66	977.9	1078.1
97574739	1.67	4871.91	5262.37
97574800	1.66	791.4	872.97
97574815	1.65	1185.79	1288.23
97574835	1.67	4892.17	5392.26
97574839	1.67	4111.97	 
97575020	1.21	4840.39	 
97575092	1.28	2612.94	2882.24
97575096	1.28	3700.68	3861.63
97575130	1.27	3135.63	3369.79
97575153	1.22	3575.7	3942.08
97575154	1.22	4446.48	4901.02
97575155	1.22	4788.02	5172.67
97575177	1.3	5479.5	 
97575194	1.28	3713.86	4067.65
97575199	1.28	3700.68	3861.63
97575219	1.25	3334.12	3651.74
97575226	1.21	1533.81	 
97575240	1.29	1445.54	1508.41
97575254	1.22	4780.22	5125
97575262	1.24	5053.43	 
97575267	1.24	4334.86	4523.38
97575287	1.23	4477.34	4825.12
97575296	1.28	3383.41	3729.27
97575303	1.26	3236.77	3462.07
97575312	1.25	3680.27	3966.14
97575324	1.21	7461.54	8060.98
97575331	1.27	3916.79	4470.27
97575335	1.27	1370.77	1537.17
97575339	1.27	3135.63	3369.79
97575351	1.22	3061.24	 
97575356	1.22	3538.02	3875.07
97575366	1.24	5131.39	5514.59
97575375	1.3	2409.02	2749.44
97575398	1.28	3357.82	 
97575409	1.26	5446.89	 
97575433	1.27	3451	3803.78
97575463	1.24	5181.96	5675.61
97575471	1.3	5162.26	5689.97
97575529	1.21	1158.01	1261.27
97575800	1.26	3199.14	3447.63
97575820	1.21	2213.55	2441.69
97575900	1.26	3536.54	3690.34
97575918	1.25	4654.61	5002.21
97575922	1.21	1158.01	1261.27
97575924	1.21	2943.61	3224.03
97575940	1.29	1237.57	 
97575942	1.29	1519.46	1637.49
97575946	1.29	1553.47	1712.27
97575956	1.22	4446.48	4901.02
97575964	1.24	5131.39	5514.59
97575987	1.23	4738.06	 
97575994	1.28	2483.36	 
97575997	1.28	3397.44	3651.16
97576012	1.75	4860.12	5071.49
97576051	1.72	4844.94	5221.28
97576061	1.74	3397.08	3744.34
97576140	1.79	2381.94	2573.42
97576148	1.79	2283.7	2414.98
97576261	1.74	4399.86	4591.21
97576289	1.73	4532.01	4870.45
97576316	1.75	4558.34	4898.74
97576367	1.74	3960.71	4338.02
97576406	1.76	4504.34	 
97576411	1.75	6073.28	 
97576448	1.79	2283.7	2414.98
97576451	1.72	4690.46	 
97576452	1.72	3881.29	4177.72
97576486	1.73	4532.01	4870.45
97576535	1.77	3933.64	 
97576566	1.74	5652.43	 
97576594	1.78	476.31	525.4
97576617	1.75	3473.41	 
97576619	1.75	3473.41	3586.05
97576622	1.71	3687.15	3962.51
97576635	1.77	4019.44	4331.65
97576663	1.74	3459.66	3571.86
97576667	1.74	3397.08	3744.34
97576673	1.8	485.51	544.45
97576784	1.73	3978.68	4151.72
97576866	1.74	3459.66	 
97576913	1.75	4558.34	4898.74
97576924	1.71	5005.06	5712.33
97577053	1.92	4757.29	4964.19
97577068	1.94	4473.31	4899.45
97577122	1.91	3709.24	4104.49
97577123	1.91	2047.01	2242.01
97577127	1.91	988.92	1068.42
97577167	1.94	4520.95	4984.18
97577220	1.91	959.88	 
97577226	1.91	2047.01	2242.01
97577227	1.91	959.88	1026.69
97577229	1.91	2303.52	 
97577322	1.91	1268.81	 
97577327	1.91	988.92	1068.42
97577511	1.95	6171.52	 
97577588	1.93	4715.63	5164.86
97577717	1.95	4092.91	4514.74
97577865	1.94	5446.68	5869.76
97577922	1.91	692.68	754.45
97577927	1.91	864.26	969.18
97577961	1.94	5365.82	 
97578005	1.56	1236.2	1363.61
97578112	1.55	1449.74	1622.24
97578122	1.51	4711.24	5071.06
97578132	1.57	777.15	871.5
97578149	1.59	5822.94	6257.79
97578211	1.55	4456.57	4601.11
97578219	1.55	4499.25	 
97578245	1.59	6469.44	7383.65
97578263	1.54	7039.87	7848.97
97578290	1.58	4586.16	4928.65
97578298	1.58	4586.16	4928.65
97578314	1.55	4267.64	4704.92
97578317	1.55	4459.19	4799.75
97578366	1.54	3311.19	3564.07
97578394	1.58	3729.24	3891.42
97578442	1.59	5476.33	6036.14
97578482	1.53	7704.13	 
97578485	1.53	4769.84	 
97578496	1.58	4171.41	4702.63
97578524	1.51	6396.89	6893.77
97578532	1.57	6620.33	 
97578580	1.53	1424.21	1538.63
97578585	1.53	1160.98	1280.64
97578690	1.58	4586.16	4928.65
97578695	1.58	4190.87	4783.09
97578812	1.55	7415.49	 
97578823	1.51	7751.27	8782.73
97578883	1.53	1424.21	1538.63
97578905	1.56	1108.38	1204.14
97578911	1.55	1297.82	1396.94
97578980	1.53	4763.96	 
97579232	1.07	3279.6	 
97579237	1.07	3579.82	 
97579238	1.07	3648.85	4083.01
97579263	1.04	2743.42	2948.3
97579268	1.04	3048.91	3224.17
97579274	1.1	6245.8	6884.27
97579279	1.1	6245.8	6884.27
97579293	1.08	4046.36	4409.16
97579295	1.08	4302.23	4742.02
97579298	1.08	5070.26	 
97579299	1.08	3242.25	3551.12
97579338	1.07	3579.82	 
97579376	1.1	7557.58	8144.62
97579935	1.07	3279.6	3530.07
97579938	1.07	3919.3	 
97579946	1.09	2739.74	3126.9
97579948	1.09	4017.14	 
97579950	1.02	13894.6	17466.65
97579960	1.04	2649.53	2833.95
97579963	1.04	3048.91	3224.17
97579967	1.04	2971.75	3275.53
97579986	1.03	4309.2	4609.15
97579987	1.03	4833.27	5327.34
97579992	1.08	3971.68	 
97579996	1.08	3971.68	4268.28
97590354	1.42	482.19	520.93
97606524	3.71	5536.78	5777.58
97608170	3.6	6577.18	7249.53
97608178	3.6	892.28	969.37
97608374	3.6	4829.65	5521.79
97608870	3.6	6060.04	 
97608972	3.6	6577.18	7249.53
97614378	3.7	5012.95	5490.49
97614777	3.7	3755.1	3876.88
97614875	3.7	3755.1	 
97619466	3.04	5191.09	5416.85
97619969	3.04	6616.86	7077.43
97646225	3.71	4225.86	4560.96
97676956	3.72	5233.95	5461.58
97678071	3.6	5546.82	6075.22
97678274	3.6	824.84	 
97678371	3.6	4563.8	4918.3
97678577	3.6	4563.8	4918.3
97678678	3.6	6577.18	7249.53
97678773	3.6	5546.82	6075.22
97710039	2.47	7781.25	8478.92
97710114	2.45	5546.03	5987.8
97710115	2.45	8274.96	9016.91
97710183	2.43	8183.78	8917.55
97710198	2.48	5075.79	5483.83
97710215	2.45	4285.58	4583.89
97710255	2.42	5352.56	5725.14
97710455	2.42	5352.56	5725.14
97710486	2.43	1748.13	1837.74
97710657	2.42	5352.56	5725.14
97710686	2.43	4208.32	4626.73
97710915	2.45	5151.11	5565.21
97711065	2.34	4228.42	4522.74
97711377	2.4	3861.15	4129.92
97712240	2.19	6980.97	7542.17
97712279	2.2	7320.18	7976.51
97712290	2.18	5024.06	5474.52
97712349	2.19	5896.64	6307.09
97712972	2.2	8137.78	8605.55
97712990	2.18	3550.66	3797.81
97712994	2.18	3048.41	3293.47
97712995	2.18	4159.25	4398.33
97712998	2.18	3550.66	3797.81
97712999	2.18	5024.06	5474.52
97713039	2.87	3059.38	3426.02
97713236	2.87	6375.74	6947.4
97713293	2.88	5868.44	6394.61
97713295	2.88	4501.26	4863.11
97713404	2.86	7363.03	7786.27
97713507	2.86	889.01	934.59
97713607	2.86	8178.36	8911.64
97713990	2.88	4931.43	 
97713994	2.88	5752.17	6082.82
97714011	2.65	17547.94	18958.62
97714018	2.65	10066.94	10907.37
97714021	2.61	5946.53	6360.45
97714046	2.69	3945.46	4220.08
97714097	2.68	4374.97	4765.09
97714119	2.65	16584.33	16735.78
97714214	2.65	11619.48	12655.6
97714480	2.63	5807.25	6274.09
97714894	2.68	6574.8	7032.45
97714933	2.67	9983.06	10878.15
97714981	2.63	7981.49	8697.12
97714991	2.68	4080.26	4420.9
97715120	2.21	936.67	984.68
97715124	2.21	2138.8	2329.52
97715351	2.22	2183.89	2355.76
97715354	2.22	1422.39	1558.81
97715363	2.24	5239.44	5604.14
97715952	2.22	1491.33	1611.21
97715953	2.22	3090.69	3220.27
97715983	2.23	2588.92	2797.04
97715984	2.23	4746.03	5018.84
97715986	2.23	4746.03	5018.84
97715987	2.23	6091.14	6637.28
97715989	2.23	4746.03	5018.84
97716065	2.74	3828.27	4048.33
97716090	2.78	941.21	1013.1
97716098	2.78	3156.11	3437.54
97716153	2.72	5136.97	5597.55
97716160	2.74	2912.35	3261.38
97716162	2.74	3828.27	4048.33
97716186	2.73	6125.65	6552.04
97716216	2.75	4573.89	4892.27
97716316	2.75	4999.78	5287.18
97716318	2.75	5446.15	5883.97
97716335	2.77	9703.68	10573.72
97716338	2.77	5553.55	6000
97716880	2.73	6125.65	 
97716884	2.73	5926.16	6402.57
97716908	2.76	4294.24	 
97716973	2.8	492.7	517.95
97716975	2.8	630.45	697.23
97716976	2.8	514.2	 
97716977	2.8	650.75	678.03
97717059	2.92	9698.78	10568.38
97717162	2.94	3431.78	 
97717867	2.94	3699.46	4008.31
97717958	2.92	6395.49	6840.66
97717964	2.94	4264.96	4645.27
97718040	2.59	6327.52	6836.19
97718048	2.59	7765.04	8461.26
97718109	2.56	3382.96	3684.62
97718147	2.59	5406.44	5717.22
97718185	2.53	1102.71	1183.65
97718192	2.58	3907.88	4222.03
97718212	2.55	5516.43	 
97718215	2.55	4925.73	5268.59
97718277	2.6	6987.85	7549.6
97718300	2.56	3382.96	3684.62
97718314	2.55	3277.65	3569.92
97718375	2.6	6987.85	7549.6
97718384	2.53	6950.24	7306.51
97718886	2.53	4841.16	5245.32
97718888	2.53	924.1	1001.25
97718910	2.55	3277.65	3569.92
97718940	2.59	5406.44	5717.22
97718960	2.54	3374.33	3675.22
97718975	2.6	7523.58	8122.87
97718990	2.58	3907.88	4222.03
97718993	2.58	6351.72	6716.83
97718995	2.58	4227.62	4521.9
97719278	2.1	6976.12	7461.7
97719936	2.07	1956.65	2131.13
98316359	4.72	567.77	618.4
98316456	4.72	6072.8	6617.29
98500013	1.45	9227.81	10531.8
98500035	1.47	4686.49	5050.52
98500210	1.45	9227.81	10531.8
98500510	1.45	5553.33	6227.5
98500631	1.47	4610.4	5081.7
98500659	1.42	4140.69	 
98500831	1.47	6054.53	 
98500910	1.45	5989.51	 
98500924	1.41	2208.16	2418.52
98500927	1.41	4623.71	 
98500988	1.43	5863.15	6574.93
98503002	1.86	4382.32	 
98503032	1.87	4245.09	 
98504005	1.66	1106.7	1170.32
98504108	1.66	3875.54	4186.89
98504249	1.69	4436.54	 
98504280	1.63	11685.3	 
98504304	1.66	977.9	 
98504406	1.66	748.45	 
98504524	1.61	7013.01	7536.72
98504600	1.66	798.95	 
98504806	1.66	403.34	437.01
98504843	1.69	4329.6	4875.17
98506073	1.8	5404.18	5639.21
98506086	1.73	3978.68	 
98506180	1.73	10527	 
98506201	1.76	4504.34	 
98506355	1.72	4842.9	5337.96
98506356	1.72	4842.9	5337.96
98506425	1.71	2673.08	2946.33
98506490	1.78	6691.63	 
98506495	1.78	3948.55	4355.5
98506629	1.71	2673.08	2946.33
98506683	1.73	3881.93	4278.75
98506929	1.71	4233.96	4398.24
98506942	1.79	2285	 
98506970	1.8	5404.18	5639.21
98506994	1.78	5208.28	 
98506995	1.78	665.75	 
98507316	1.95	6932.5	7592.91
98508164	1.54	3311.19	3564.07
98508237	1.57	6554.89	7481.17
98508239	1.57	5264.64	5493.61
98508322	1.51	7022.87	 
98508421	1.51	733.28	789.28
98508823	1.51	6396.89	6893.77
98508975	1.6	17775.98	20287.93
98508984	1.53	1417.29	 
98540352	1.42	535.31	590.16
98540656	1.42	4140.69	4535.15
98540752	1.42	3507.2	3868.67
98544206	1.66	1283.82	1373.18
98546321	1.71	3694.84	3994.02
98570080	1.43	6207.49	6842.04
98570122	1.41	1880.37	2108.65
98570132	1.47	4686.49	5050.52
98570139	1.47	4568.04	5003.2
98570232	1.47	6696.01	 
98570233	1.47	5836.71	 
98570237	1.47	5836.71	 
98570271	1.5	5979.36	6425.89
98570374	1.5	4757.6	5271.48
98570385	1.43	6175	6669.9
98570388	1.43	6369.05	 
98570399	1.48	5010.2	5718.2
98570423	1.41	2412.88	2659.53
98570474	1.5	4740.53	5226.26
98570894	1.48	4528.89	4991.85
98570896	1.48	4371.1	4710.63
98570899	1.48	6255.64	 
98570914	1.45	5989.51	 
98570920	1.41	2776.36	 
98570923	1.41	2807.72	3033.43
98571012	1.35	3370.4	3641.35
98571014	1.35	3280.78	 
98571071	1.4	1591.67	 
98571107	1.36	3063.04	3495.89
98571252	1.32	12243.98	13974.19
98571272	1.4	2104.85	2360.37
98571311	1.35	3876.26	4424.02
98571319	1.35	1812.4	1998.11
98571355	1.32	9830.35	10593.94
98571400	1.36	753	810.51
98571407	1.36	2918.33	3303.83
98571605	1.36	2952.51	 
98571669	1.34	6499.07	 
98571878	1.4	6646.65	7424.51
98571910	1.35	2905.14	 
98571911	1.35	3086.4	3401.91
98571917	1.35	3830.66	4128.21
98571963	1.34	4995.12	5505.74
98571971	1.4	1685.49	1857.79
98572077	1.2	4255.93	4690.99
98572163	1.14	4213.78	4552.53
98572171	1.2	5163.75	5549.37
98572173	1.2	3953.51	 
98572261	1.14	5181.69	5584.18
98572266	1.14	5181.69	5584.18
98572281	1.13	1840.1	2005.09
98572283	1.13	2160.54	 
98572287	1.13	800.88	883.42
98572288	1.13	947.85	1038.14
98572291	1.18	2165.21	2371.47
98572348	1.19	5587.29	6004.54
98572360	1.14	4213.78	4552.53
98572362	1.14	5181.69	5584.18
98572368	1.14	5030.96	 
98572373	1.2	4745.3	5321.38
98572377	1.2	5163.75	5549.37
98572379	1.2	3953.51	4330.13
98572448	1.19	6207.98	 
98572808	1.16	6692.61	7212.46
98572909	1.16	4743.75	5228.67
98572910	1.15	4774.49	5145.36
98572913	1.15	4774.49	5145.36
98572922	1.11	2599.93	2713
98572926	1.11	2614.51	2878.84
98572927	1.11	1426.7	1562.62
98572928	1.11	5132.14	 
98572980	1.13	1233.87	1367.23
98572981	1.13	1222.16	1261.8
98572983	1.13	1037.03	1143.04
